"source","target","weight"
154,53,32
154,54,16
154,55,16
154,58,6
154,61,12
154,62,11
154,63,23
154,65,16
154,67,25
154,68,20
154,69,19
154,71,16
154,74,11
154,75,1
154,76,16
154,77,16
154,78,16
154,79,16
154,81,16
154,83,134
154,86,16
154,87,16
154,88,12
154,90,16
154,91,50
154,94,16
154,95,8
154,101,16
154,102,16
154,103,16
154,106,5
154,107,16
154,108,177
154,115,6
154,117,16
154,122,16
154,126,16
154,127,2
154,128,16
154,129,19
154,131,16
154,133,4
154,134,1
154,139,16
154,142,19
154,144,20
154,148,28
154,150,16
154,157,16
154,158,18
154,160,20
154,162,6
154,164,4
154,168,4
154,172,7
154,176,16
154,179,6
154,182,1
154,184,41
155,11,3
155,28,4
155,67,17
155,81,4
155,108,4
155,158,3
156,12,2
156,16,1
156,30,4
156,39,5
156,61,35
156,66,2
156,79,8
156,93,17
156,97,2
156,100,20
156,102,2
156,111,295
156,115,665
156,124,2
156,128,2
156,134,1
156,146,22
156,158,2
156,163,428
156,166,607
156,170,569
156,173,2
157,18,16
157,37,2
157,158,4
158,2,6
158,3,80
158,4,38
158,11,82
158,18,45
158,28,7
158,30,9
158,44,25
158,46,1
158,47,36
158,57,82
158,66,6
158,67,4
158,71,26
158,79,34
158,81,4
158,82,22
158,83,35
158,85,36
158,86,4
158,89,55
158,91,14
158,102,12
158,106,8
158,108,5
158,127,36
158,128,20
158,140,60
158,141,70
158,144,4
158,154,4
158,155,76
158,156,2
158,157,36
158,160,8
158,167,30
158,173,3
158,174,40
158,180,10
158,181,3
158,184,4
159,24,47
159,26,13
159,34,120
159,35,1
159,59,51
159,64,26
159,96,10
159,99,47
159,104,22
159,108,1
159,109,108
159,110,3
159,115,2
159,125,10
159,147,61
159,152,92
159,162,133
159,164,134
159,168,85
159,171,86
159,178,8
160,2,16
160,15,6
160,46,1
160,50,24
160,52,4
160,55,19
160,63,1
160,79,6
160,83,36
160,90,4
160,98,3
160,106,4
160,107,17
160,108,4
160,117,4
160,124,1
160,127,17
160,134,7
160,158,15
160,173,3
160,176,3
161,11,2
161,23,35
161,30,19
161,61,4
161,66,12
161,115,8
161,156,12
161,167,2
161,170,25
162,5,2
162,8,4
162,24,15
162,34,12
162,52,9
162,57,2
162,67,6
162,68,2
162,74,1
162,83,19
162,95,5
162,96,4
162,97,2
162,99,1
162,104,8
162,109,2
162,114,2
162,125,3
162,129,9
162,148,2
162,152,34
162,154,2
162,158,2
162,159,28
162,164,12
162,178,2
162,179,9
163,18,4
163,22,10
163,31,20
163,39,27
163,51,20
163,54,10
163,61,129
163,86,10
163,93,26
163,100,3
163,107,1
163,111,96
163,115,183
163,134,33
163,156,360
163,166,291
163,170,266
163,173,18
163,184,10
164,13,3
164,28,38
164,38,3
164,52,63
164,58,34
164,59,245
164,60,4
164,64,408
164,67,8
164,68,78
164,75,25
164,83,41
164,95,131
164,108,9
164,110,22
164,113,23
164,124,9
164,127,6
164,129,14
164,141,26
164,146,22
164,147,361
164,148,21
164,149,13
164,152,4
164,158,6
164,159,52
164,162,7
166,13,2
166,18,2
166,30,1
166,51,1
166,61,39
166,70,1
166,93,5
166,100,2
166,111,53
166,115,62
166,156,142
166,163,73
166,170,96
167,18,6
167,161,9
168,7,1
168,17,6
168,22,5
168,24,23
168,26,6
168,33,3
168,34,79
168,36,6
168,37,38
168,40,15
168,41,16
168,42,26
168,45,6
168,51,13
168,64,52
168,65,3
168,77,6
168,78,6
168,86,3
168,87,16
168,96,164
168,102,24
168,104,123
168,109,17
168,119,15
168,122,16
168,123,21
168,125,131
168,126,16
168,127,4
168,133,180
168,134,1
168,141,2
168,147,3
168,150,3
168,159,104
168,172,2
168,177,2
169,7,1
169,16,2
169,30,2
169,37,1
169,51,6
169,66,1
169,120,2
169,127,1
169,137,2
169,161,1
170,5,48
170,7,2
170,12,4
170,22,8
170,23,16
170,30,7
170,37,48
170,39,334
170,47,2
170,61,11
170,66,755
170,67,2
170,79,55
170,83,2
170,84,12
170,93,2
170,97,4
170,108,114
170,111,804
170,113,4
170,115,824
170,128,2
170,130,16
170,134,2
170,146,2
170,152,2
170,156,574
170,161,557
170,163,247
170,164,2
170,166,425
170,173,41
171,9,14
171,26,3
171,34,1
171,99,14
171,101,2
171,104,8
171,114,3
171,125,5
171,159,12
171,178,8
172,7,1
172,30,8
172,51,23
172,63,27
172,116,16
172,135,3
172,175,21
173,13,1
173,30,3
173,38,9
173,39,5
173,51,16
173,93,6
173,107,2
173,108,3
173,127,2
173,148,1
174,66,2
174,83,4
175,7,13
175,30,1
175,48,1
175,51,16
175,63,23
175,116,34
175,135,2
175,172,28
176,52,3
176,57,4
176,95,2
176,98,7
177,25,3
177,40,1
177,47,4
177,48,6
177,50,2
177,60,9
177,63,18
177,94,10
177,100,8
177,103,1
177,115,2
177,117,9
177,119,24
177,121,6
177,127,22
177,133,9
177,135,1
177,141,6
177,144,18
177,165,6
177,168,10
178,9,2
178,24,10
178,26,2
178,34,6
178,96,3
178,99,22
178,104,19
178,114,3
178,125,6
178,152,160
178,159,5
178,162,7
178,168,1
178,171,4
179,5,6
179,8,4
179,24,7
179,28,16
179,47,4
179,52,101
179,54,16
179,57,8
179,59,7
179,67,75
179,68,32
179,71,11
179,79,8
179,83,51
179,95,4
179,97,18
179,99,28
179,106,13
179,108,54
179,110,29
179,113,19
179,147,8
179,148,40
179,154,21
179,159,5
179,162,7
179,164,14
179,178,5
179,181,11
180,37,3
180,44,2
180,50,1
180,81,5
180,85,5
180,137,1
181,47,3
181,57,3
181,71,3
181,79,3
181,81,8
181,83,3
181,97,3
181,100,2
181,121,2
181,141,3
181,158,3
181,174,3
181,179,6
182,52,2
182,83,1
182,108,1
182,147,1
182,148,2
182,154,4
183,18,1
183,91,2
183,95,2
183,137,1
184,16,1
184,22,3
184,29,2
184,33,2
184,39,2
184,42,1
184,50,5
184,54,1
184,83,1
184,84,3
184,91,4
184,108,3
184,134,7
184,154,4
184,163,2
